series,wavelength_rest,flux
observed_bright,5117.7540892809839,14.628981590270996
observed_bright,5118.9314218837299,14.548598289489746
observed_bright,5120.1118361637373,15.221186637878418
observed_bright,5121.2897111630555,15.592207908630371
observed_bright,5122.4706692593618,14.858724594116211
observed_bright,5123.6490869051331,14.662717819213867
observed_bright,5124.8277756443367,15.180818557739258
observed_bright,5126.0095496104977,15.160146713256836
observed_bright,5127.1887813710446,14.99964714050293
observed_bright,5128.3710997799108,15.609686851501465
observed_bright,5129.550874811971,15.09473705291748
observed_bright,5130.7337379143682,14.962189674377441
observed_bright,5131.9140564682257,15.41779613494873
observed_bright,5133.094646552815,15.290481567382812
observed_bright,5134.2783268411495,15.556704521179199
observed_bright,5135.4594608230309,15.531772613525391
observed_bright,5136.6436864323132,15.718554496765137
observed_bright,5137.8253645620598,15.777168273925781
observed_bright,5139.0101357435187,15.429838180541992
observed_bright,5140.1923582718209,14.929170608520508
observed_bright,5141.3776752768008,14.73119068145752
observed_bright,5142.5604424544608,14.965081214904785
observed_bright,5143.7434817261556,15.357465744018555
observed_bright,5144.9296176123617,15.220011711120605
observed_bright,5146.1132019096876,14.92534065246582
observed_bright,5147.2998842481338,15.290452003479004
observed_bright,5148.4840138221844,15.654207229614258
observed_bright,5149.6712428646215,15.535268783569336
observed_bright,5150.8559179666054,14.888701438903809
observed_bright,5152.0408656015406,14.615659713745117
observed_bright,5153.2289148461423,14.988131523132324
observed_bright,5154.414408385891,15.413056373596191
observed_bright,5155.6030049642159,15.498894691467285
observed_bright,5156.789044660276,15.649233818054199
observed_bright,5157.9781888244815,15.430439949035645
observed_bright,5159.1647749284675,15.57734203338623
observed_bright,5160.3516340050273,16.12541389465332
observed_bright,5161.5415996944666,16.360183715820312
observed_bright,5162.7290055564408,16.381921768188477
observed_bright,5163.919519462509,16.012222290039062
observed_bright,5165.1074723618003,15.008491516113281
observed_bright,5166.2985347370623,15.118558883666992
observed_bright,5167.4870349256908,15.475852966308594
observed_bright,5168.6758085272259,14.385302543640137
observed_bright,5169.8676937529253,14.701918601989746
observed_bright,5171.0570150218955,14.696754455566406
observed_bright,5172.2494493485538,14.311444282531738
observed_bright,5173.4393185372692,14.100813865661621
observed_bright,5174.6323022178558,14.155976295471191
observed_bright,5175.8227195787422,14.31056022644043
observed_bright,5177.0134107935764,14.842184066772461
observed_bright,5178.2072186519445,15.093430519104004
observed_bright,5179.3984584176587,15.054098129272461
observed_bright,5180.5928162627397,14.948278427124023
observed_bright,5181.7846048320489,15.265216827392578
observed_bright,5182.9795129172244,15.535942077636719
observed_bright,5184.1718505429617,13.85539722442627
observed_bright,5185.364462464403,14.574294090270996
observed_bright,5186.560196056842,14.440312385559082
observed_bright,5187.7533574140298,13.865899085998535
observed_bright,5188.9496418803683,14.129124641418457
observed_bright,5190.1433529264286,15.069635391235352
observed_bright,5191.3401885204521,15.636753082275391
observed_bright,5192.5344495086247,14.914700508117676
observed_bright,5193.7289852349695,14.988961219787598
observed_bright,5194.926647667884,15.136519432067871
observed_bright,5196.1217337162707,14.768279075622559
observed_bright,5197.3199479117011,14.736038208007812
observed_bright,5198.5155845356649,15.605007171630859
observed_bright,5199.7143507478067,16.024702072143555
observed_faint,4600.2292980299362,10.340758323669434
observed_faint,4601.2875747345606,9.47174072265625
observed_faint,4602.3486214867035,12.630955696105957
observed_faint,4603.4073857389039,10.998900413513184
observed_faint,4604.4663935584285,8.3557834625244141
observed_faint,4605.5281733391721,10.102766036987305
observed_faint,4606.5876690430978,10.789143562316895
